500000,True,16118,483882
483882,False,3127,487009
487009,True,18831,468178
468178,False,783,468961
468961,True,14793,454168
454168,False,4795,458963
458963,True,1041,457922
457922,False,14053,471975
471975,True,5741,466234
466234,False,14418,480652
480652,True,14467,466185
466185,False,444,466629
466629,True,14172,452457
452457,False,11991,464448
464448,True,19379,445069
445069,False,2182,447251
447251,True,14864,432387
432387,False,14599,446986
446986,True,1397,445589
445589,False,15373,460962
460962,True,6787,454175
454175,False,8633,462808
462808,True,17119,445689
445689,False,18269,463958
463958,True,3946,460012
460012,False,6712,466724
466724,True,14251,452473
452473,False,14037,466510
466510,True,9296,457214
457214,False,8863,466077
466077,True,3954,462123
462123,False,1195,463318
463318,True,2675,460643
460643,False,1538,462181
462181,True,1318,460863
460863,False,16804,477667
477667,True,1745,475922
475922,False,13111,489033
489033,True,1280,487753
487753,False,18664,506417
506417,True,16372,490045
490045,False,1730,491775
491775,True,4709,487066
487066,False,9341,496407
496407,True,4118,492289
492289,False,978,493267
493267,True,2617,490650
490650,False,2273,492923
492923,True,5209,487714
487714,False,2186,489900
489900,True,12032,477868
477868,False,11619,489487
489487,True,4353,485134
485134,False,7409,492543
492543,True,17274,475269
475269,False,4794,480063
480063,True,8627,471436
471436,False,10191,481627
481627,True,2916,478711
478711,False,12537,491248
491248,True,19812,471436
471436,False,13681,485117
485117,True,5240,479877
479877,False,15151,495028
495028,True,17219,477809
477809,False,6282,484091
484091,True,2182,481909
481909,False,14733,496642
496642,True,1330,495312
495312,False,1165,496477
496477,True,12871,483606
483606,False,14006,497612
497612,True,6259,491353
491353,False,1251,492604
492604,True,7767,484837
484837,False,15460,500297
500297,True,5523,494774
494774,False,19774,514548
514548,True,13954,500594
500594,False,16598,517192
517192,True,1914,515278
515278,False,4895,520173
520173,True,12817,507356
507356,False,4393,511749
511749,True,10474,501275
501275,False,7092,508367
508367,True,12980,495387
495387,False,3759,499146
499146,True,11644,487502
487502,False,15021,502523
502523,True,13249,489274
489274,False,5642,494916
494916,True,53,494863
494863,False,17458,512321
512321,True,4678,507643
507643,False,6248,513891
513891,True,4151,509740
509740,False,13675,523415
523415,True,14256,509159
509159,False,19580,528739
528739,True,8779,519960
519960,False,14047,534007
534007,True,18509,515498
515498,False,10627,526125
526125,True,13297,512828
512828,False,13394,526222
526222,True,13774,512448
512448,False,7915,520363
520363,True,8709,511654
511654,False,19171,530825
530825,True,3523,527302
527302,False,12814,540116
540116,True,14760,525356
525356,False,19340,544696
544696,True,18861,525835
525835,False,8238,534073
534073,True,17444,516629
516629,False,12213,528842
528842,True,1641,527201
527201,False,4717,531918
531918,True,13366,518552
518552,False,14753,533305
533305,True,4943,528362
528362,False,16954,545316
545316,True,10475,534841
534841,False,5490,540331
540331,True,7239,533092
533092,False,9481,542573
542573,True,11802,530771
530771,False,14223,544994
544994,True,1692,543302
543302,False,18767,562069
562069,True,10725,551344
551344,False,7041,558385
558385,True,5990,552395
552395,False,13194,565589
565589,True,15336,550253
550253,False,10403,560656
560656,True,5049,555607
555607,False,13884,569491
569491,True,2065,567426
567426,False,13191,580617
580617,True,17085,563532
563532,False,4974,568506
568506,True,9553,558953
558953,False,12745,571698
571698,True,9765,561933
561933,False,3553,565486
565486,True,10651,554835
554835,False,12638,567473
567473,True,399,567074
567074,False,15036,582110
582110,True,14560,567550
567550,False,16866,584416
584416,True,18221,566195
566195,False,18592,584787
584787,True,10122,574665
574665,False,2642,577307
577307,True,12526,564781
564781,False,3440,568221
568221,True,18776,549445
549445,False,7940,557385
557385,True,13276,544109
544109,False,16441,560550
560550,True,14517,546033
546033,False,14272,560305
560305,True,10271,550034
550034,False,15715,565749
565749,True,6795,558954
558954,False,16996,575950
575950,True,9917,566033
566033,False,4647,570680
570680,True,14178,556502
556502,False,15379,571881
571881,True,13169,558712
558712,False,10935,569647
569647,True,1725,567922
567922,False,17977,585899
585899,True,13765,572134
572134,False,3316,575450
575450,True,18517,556933
556933,False,538,557471
557471,True,13162,544309
544309,False,19874,564183
564183,True,775,563408
563408,False,15308,578716
578716,True,13177,565539
565539,False,2665,568204
568204,True,11841,556363
556363,False,13105,569468
569468,True,3921,565547
565547,False,15579,581126
581126,True,7110,574016
574016,False,7204,581220
581220,True,5736,575484
575484,False,2918,578402
578402,True,204,578198
578198,False,9944,588142
588142,True,19878,568264
568264,False,531,568795
